"l","m","n","a","omega1"
1,-1,0,0.4,"0.042516148280169841722720707207958973950796384449234663279382917337901 + 0.00955066106233814790328603352828396122300695091205135930675158476077i"
1,-1,0,0.45,"0.039212238576730667062492817565099230450119218095259197908713613901986 + 0.010076845144885772335009633670117990494718915655450588188447474934724i"
1,-1,0,0.5,"0.035880075878371437758900582875291481458512024216730715840835268766677 + 0.010608403596438478553517111238145757174643446084568668397639955016254i"
1,-1,0,0.55,"0.03249066247616086184705112784397490415044991825329574499045579137892 + 0.011117795774354188312024840108132957626896584271301032590852364847572i"
1,-1,0,0.6,"0.029014890461027119819969983721935686164516121718602549036391261469777 + 0.011566660078860353006379128408163203805324343385274589486000659819378i"
1,-1,0,0.65,"0.025425934293511648020910132127259697673626836040983766923527365123848 + 0.011902156518369867494213946843033074558916812582888876865641074919007i"
1,-1,0,0.7,"0.021703709322868550921676776714566898710756505227630700019472503605796 + 0.01205268480679627249746153758299462707333482149381996212887194426962i"
1,-1,0,0.75,"0.017842374216777978977685467161823786875937717075226021699854115212636 + 0.01192372482150568526140276441732735828759069876478088492192789013121i"
1,-1,0,0.8,"0.013861134688187464903095553945245338699832381040009912186524477508287 + 0.011395661839844837260311644172023658018400844141142255867700433047934i"
1,-1,0,0.85,"0.009814115150301298091489150275595674966126366174087796681075310592352 + 0.010326106743491193855463781885955594436887975420402870736852507214961i"
1,-1,0,0.9,"0.005776997099658103119629806236812880927639203789990368603258623388812 + 0.00854943044413009360960708380764521740531009178033921203455051944994i"
1,-1,0,0.91,"0.004973671499404639216173626252535382326563270808303850025640686567111 + 0.008089882401498777481689266465476014866039444172915139815530664070185i"
1,-1,0,0.92,"0.004169687409353394973403432740032208877527984660006736836812764973089 + 0.007588696430521094074287022418578408567727267314660103936582910724656i"
1,-1,0,0.93,"0.003362335933701342192963769732819711670494991327273263681509380291213 + 0.007040636859555994607839922748325475081363235404919977407985748487209i"
1,-1,0,0.94,"0.00254713779774350924915978871264092478677555286752425661801407966078 + 0.006437931939092131930220382375850893317398753808759787164782870341173i"
1,-1,0,0.95,"0.001716824508318552624301187719739731156030033234377719939053044254274 + 0.005768439641352016607040218491085205652921147937123992145928844846044i"
1,-1,0,0.96,"0.000859383259757407933839959926580500942177763125157992444569087276078 + 0.005012001903245952131385957812411594930691505301761379324064771567336i"
1,-1,0,0.97,"-0.000046259043613158883037801063051707057550771142836069596233020349333 + 0.004132180462781522493152294464393980473039629263330875933698457270965i"
1,-1,0,0.98,"-0.001042083374736011833216186939864767538399312385752823886537495014842 + 0.003053245809702921082360453588213606666068369662637623774917221969739i"
1,-1,0,0.99,"-0.00223224879754097310808534655904226338274066226330430726654023048022 + 0.0015673517214307145100536308405308115624723497557426232649831032655i"
1,0,0,0.05,"0.071007064232250035249011818411124013823974900489381254273028000119036 + 0.007011274207089100657636219794388407887942992241546709667261648765161i"
1,0,0,0.1,"0.07125065770324768517531629112572665389139918999480543555705517314931 + 0.007091739408321803223009572043591310970185496881344485980829415885026i"
1,0,0,0.15,"0.071656595695588626643745904283425731497740844077453552760744796690077 + 0.007228203595450115723699811440677663617035686920885910608540729618754i"
1,0,0,0.2,"0.072224645685199307425171023417075506316175787487612529670113347693753 + 0.007424279253381812006273683993684802763363417444799979535199843068336i"
1,0,0,0.25,"0.072954145097280177962634128998980561337531110133785517018106174813176 + 0.00768518196539516020426880573439376063383819113988587270888073052119i"
1,0,0,0.3,"0.073843599802846586811182968776365121833064791028847644472631275845224 + 0.008017886029462019863325801052750340360081310981755076788955443455919i"
1,0,0,0.35,"0.074890060783043852075580935201172838718002242391377715352583079430121 + 0.008431315512521365209250684042963896582472777306720236371566914164526i"
1,0,0,0.4,"0.076088167644547423896085112086490660624131363481630426225283282965002 + 0.008936551310606039038225506323291238869263075500020532463517584155564i"
1,0,0,0.45,"0.077428677194227585139032522614690620093745943126688199258710531087153 + 0.009547008319666880182899393842542388277580388642457239470525807172141i"
1,0,0,0.5,"0.078896176116460534324616627598908832821598171230804879014520438315018 + 0.010278480214498312149659564798762585306993056533086575219820772594015i"
1,0,0,0.55,"0.080465468490116943067830118972301845647234935713701806071986853455963 + 0.011148828076383046951055527543000745828199280057941810902679647334374i"
1,0,0,0.6,"0.082095751481218397685514353974135574622790439335817020940421854926608 + 0.012176824979725119489816919696941673653341021743084461887398095175013i"
1,0,0,0.65,"0.083720979103019959935096616832397752263165212716915942021731506800858 + 0.013379076337643021941312471483070051743800038418160234325325908814505i"
1,0,0,0.7,"0.085233388477814268764553211303203846329994692817695699974718773938073 + 0.014762551575299026553443440199559929975694254289354381639409435214254i"
1,0,0,0.75,"0.086454075996681321705434209878012096933312505139986936085356058460015 + 0.016306839202964380513759973978701646531483222840275955398004925404879i"
1,0,0,0.8,"0.087076881256276683878589297935013914837868264773040169170039585837636 + 0.017921044720752019293818227990049193133539387352288131180366122849238i"
1,0,0,0.85,"0.086548110321770927014179075719070791535210791702798239775681476001947 + 0.019331851867289183682800818092018174557326212072279059385409469252614i"
1,0,0,0.9,"0.08373874909555375489857703211721742543353743656562623884925688287758 + 0.01974094569110895291364988800275011974884595287805565997271241902471i"
1,0,0,0.91,"0.08270690025399060106288713592093292991271405085982326322890535766336 + 0.01953283067844543340036166929250789174527582292151053115087940438073i"
1,0,0,0.92,"0.08144034556751264739983765437480207830161271212682734309915562604973 + 0.01915060162739682053747521602562416103649828759005559474301895172402i"
1,0,0,0.93,"0.0798832556565936130054676025769262594410186705456108838015911675736 + 0.01853157591386987364109146204331404646631823258500751100131426412794i"
1,0,0,0.94,"0.0779595174480756889048719856557262599364552741461681962404700917002 + 0.01758072037141024565919627222982740514873282507266446069743596892679i"
1,0,0,0.95,"0.07556393543854049833941093264406522812125886814033327791594863501287 + 0.01614666039118116715432820817798978831039508732025310049146327470423i"
1,0,0,0.96,"0.0725500416516733718865495182313945591876548002175608239016073369976 + 0.01397526668866801593813131844465596539162495976212837038675703073479i"
1,0,0,0.97,"0.0687111300770432480628252660827242530885016580514489335445212836391 + 0.0106138792901980579854880511721200968486384405562440906832675341213i"
1,0,0,0.98,"0.0637285464014441033072019709191854088548088111333678836401119139356 + 0.0051786659933813054999011198081247080254706519056243717919306316594i"
1,0,0,0.99,"0.056897469848875116545242325460255263318577302529104366212858125483 - 0.004511236817304557049681716225188207736555221256173525449737521968i"
1,1,0,0.05,"0.075043340410469770600897184292994027920451839179058280981451271084812 + 0.006930712224247889905782684295321099426632284756495672538901321152835i"
1,1,0,0.1,"0.079348895815776803118661599051658272083400544633191280746565592149461 + 0.006933290821106693328794699438328972497417512249790939759604735720087i"
1,1,0,0.15,"0.083858991787618693889860712097028359854093788664717772187842229035918 + 0.006986559595637401146326391106842068435155932402286905972524798667056i"
1,1,0,0.2,"0.088588683063533321244131191363939688396020033692699466879676481311303 + 0.007081507050723365893725935352181518589905069940376529954783788164937i"
1,1,0,0.25,"0.093550709192580634441702339337966967679802688974082396790081403849189 + 0.007204564607079049641810784937288889228026397092791621852505059997868i"
1,1,0,0.3,"0.098753912265796632901875609484225071201332745679854588078372862346237 + 0.007335399277202812928679790169526711195965521961724726126002142792877i"
1,1,0,0.35,"0.104200548396935776940587608502859603303468180074150875612276123852345 + 0.007443427075786345999718078067604834660610935377896362906715743798811i"
1,1,0,0.4,"0.109881730371206410947915318119642830335308606075934602618895285296118 + 0.007482209854018585041144344513840216103923232096709699666776160160866i"
1,1,0,0.45,"0.115769621392555749476591349346625087091707243254010718385821335693765 + 0.007380227309208537122714779370995735880613901192227600698099757873658i"
1,1,0,0.5,"0.121803793169755461063803442997352422963040498732592419372923114297541 + 0.007025201203275057576789143150001460572013846073402417702701707164123i"
1,1,0,0.55,"0.12786669208941634768646059177730773230223423370586706218502361019219 + 0.006236439650218793870909516222063706755624570309660490386482321235371i"
1,1,0,0.6,"0.133737819646976075016579281489580544331228566247837836030554962826871 + 0.004713747523354493031828123808964146328029385299743046817710635922744i"
1,1,0,0.65,"0.1390039134956442211608025374976316412777405739291800343882527432828 + 0.00193755749654626985461429001688885228070963766888692881175142335586i"
1,1,0,0.7,"0.14287159426286646946338823232243669386416282528520934803421667378637 - 0.00304059769634679921854590095097285432085877624701906211210694669225i"
1,1,0,0.75,"0.14374360447458751594881897616437725332403900806803368748403535420443 - 0.01207952785619296015224630935092686886840235854529309680274821675979i"
1,1,0,0.8,"0.13815003275559846744640609626581484703777782417408907130098607363122 - 0.02919768060555578404067630408764691269981544467851435452496456524326i"
1,1,0,0.85,"0.11760311843334063678301935631297828807336011153744909280185151934899 - 0.06442527189423320303205413153488795847253172616587976513840979670444i"
1,1,0,0.9,"0.05685046245731462627522703172971031201016790350810164932864727607974 - 0.14935825786304064098131961482988229082929421005700263839298688161939i"
1,1,0,0.91,"0.03401029995928513007468020629782148099061334777041374472952733219559 - 0.1801471923561479588168688818364083932894189827116303997810433771484i"
1,1,0,0.92,"0.00471723819373987711006657452967709913795571039971897261275858295368 - 0.21967334319254788622706419144878347344766669098315224590393683716606i"
1,1,0,0.93,"-0.0334731802088481907647016402626621524099566228575962194458633407436 - 0.2716773631104939596423149352822799447253564235060217693692229616496i"
1,1,0,0.94,"-0.0843505164396281900038211090705109073341261309642248924221338336369 - 0.3422836107671735773563049354501456817509489586449098059803828748644i"
1,1,0,0.95,"-0.1541183540751198582617160845842741699480604541504347117257253238796 - 0.4422340489783623465955059273226404232764846918206446174937162238833i"
1,1,0,0.96,"-0.2536878043345324651647957956027018758999859538433331958246882967103 - 0.5922243196917342072457176674747010001811629150826860086089743012716i"
1,1,0,0.97,"-0.404241507093211074219876770356976884818098942386448236285059234477 - 0.837963820622485290818050421047627593933162878945727988766738291705i"
1,1,0,0.98,"-0.653185622428757821401571997056280333332130716248178485202392875158 - 1.305365855323834489414276340219028301800193460607020705457872481345i"
1,1,0,0.99,"-1.12808616613308939261838772465088765945923518774265419425777312362 - 2.53366202770698264166103202030231595795173348909735389883768919005i"
2,-2,0,0.05,"0.09716160508504905110803816068897751795947552425335765833307375333443 + 0.007738331234708863432831726500700564027517613926261737061945545480675i"
2,-2,0,0.1,"0.0902042674343966046069483498866089667886519784979698062326332778606 + 0.007656994905060486178442220607897226628159410358335733854911071898174i"
2,-2,0,0.15,"0.083577031799673998829824777191012085827780794280389539830438849970624 + 0.007605330080254544192482385551620350149169470031468031414415939384311i"
2,-2,0,0.2,"0.077255372196395794083943954850355919833918389045033853633458046598687 + 0.007581407638647675361273139083597096585517522120515525965096183467397i"
2,-2,0,0.25,"0.071216036461361977456429865098765010578321035371664401694723729892341 + 0.00758191468545195565849291974588340491135314265542242797898019536788i"
2,-2,0,0.3,"0.065437109362504069791803413395348686263669562906252117465454120084388 + 0.00760229026445484885257032758143002581030905662438834101488914617126i"
2,-2,0,0.35,"0.059898033442614873758209538125009200474496349192644646864094926055476 + 0.007636783842111762034032533741415194777138144193783151322204667418793i"
2,-2,0,0.4,"0.054579606665186555405813495233701052431067012815122490629892718360086 + 0.007678458837133054039305880591180313996179126828626272713659726236647i"
2,-2,0,0.45,"0.049463961174040810448236251210527739202134958526216142898436995886947 + 0.00771915915517621225235304963788702295462434931724907181880560569276i"
2,-2,0,0.5,"0.044534508609645458853996700432212211451145573590418147167095097773698 + 0.007749453888561628471341414024608051721413589007845302869649075703506i"
2,-2,0,0.55,"0.039775806643260193309989785900008554488196091263349209463613580426775 + 0.00775857124453463902057845973098426730460536495158644273181763328398i"
2,-2,0,0.6,"0.035173244437245253263833829693316370438394627621596051925567556278697 + 0.007734321118193305076700736772204131741386506550782754533616650711776i"
2,-2,0,0.65,"0.030712332452247639588067827538138458918258985405585375254743689201472 + 0.007662971149244139791656272195550401951648157564753051734228031659639i"
2,-2,0,0.7,"0.026377148736599401665884852740068540577701156278672082975619415155023 + 0.007528944277668869682711220373078642885617247976222733467264796992594i"
2,-2,0,0.75,"0.022146973252655042674930493520865782124185063261457504367434005695127 + 0.007313940766992299989994815313182193998808594963648706986287975421875i"
2,-2,0,0.8,"0.017988840782234922484465539434838488867062767392098377058564439394471 + 0.00699433834656615990972215777077813817036824637019941916087443953611i"
2,-2,0,0.85,"0.013839863999689602176856786952356226525807106828262080435814475005278 + 0.006533362500614379888986584692033284061667493998064392954659156072973i"
2,-2,0,0.9,"0.009558096383950840983527997247243051670235338632812295280199578421212 + 0.005855156191711623881407773871848467272760853873317191974478120919385i"
2,-2,0,0.91,"0.00865976276383874611584724488569545657009106439266547569014301107733 + 0.005679391854847962679495819743562227623023971284531323506165605216165i"
2,-2,0,0.92,"0.007736957350455537359219955814811607926499681615823660351190510517132 + 0.005484384880471913063335493377664393045200662522150656393240783845606i"
2,-2,0,0.93,"0.006782155523343378494954015457045873618624525314072222813051633872028 + 0.005265765749979241319182994004455633337283215694085081764291798136256i"
2,-2,0,0.94,"0.005784906098268823862482818021676864126901547818058557334056257902789 + 0.005017313045116688621957185379899454353676425319012495629645996155124i"
2,-2,0,0.95,"0.004730029162092408195847441636761882265171126699471615324797527247365 + 0.004729741020773922649689877106599351107169421368184471020252091202174i"
2,-2,0,0.96,"0.003594079814856879210591655905419372438283104321144111200401533843824 + 0.00438827216735449055428465275994551151672578185795792529511495469923i"
2,-2,0,0.97,"0.002337453744777480163480172337730549194553666037099158043076420956003 + 0.003967099898757543984471496006158653820817320513585950975486377765431i"
2,-2,0,0.98,"0.000882900244596197169702026716407351964221108141515280520536875038724 + 0.003413958881646606277034185491211594298132189879714098384900381215085i"
2,-2,0,0.99,"-0.00096842915797587790094625036182008656244131339187419546064547633634 + 0.00258837438119847420141566400906529393358114363313987455921488845542i"
2,-1,0,0.05,"0.100868327598114209345912118355275193143694062615551953221229498738009 + 0.007815174765563701849661905513310780370622111155425891596335877267073i"
2,-1,0,0.1,"0.097531308428986259005321771736974880787695032394612323460268905895668 + 0.007839915687255313320518008524524832056241463987202797268400774589177i"
2,-1,0,0.15,"0.094437514393593981082718622291271414887574941456717215163997836772893 + 0.007927155611572912842172820843380961773077646874125318268290621985435i"
2,-1,0,0.2,"0.091560822924506563952000848908958252988159887675370160788254963321893 + 0.008080166233836942689417858145055709242569467582215526553730939475308i"
2,-1,0,0.25,"0.088874456646674695489411849873319243230921959463137738183341248412868 + 0.008302187003365393725261732979591365892112940277502336245597465070725i"
2,-1,0,0.3,"0.086350182186097171302856379928795236304449711309530757660581746568655 + 0.008596333462673374233305955541042911600653483145268809782691952846554i"
2,-1,0,0.35,"0.083957319280351339718943040331646064936126629124561282769425650919041 + 0.008965402695343058067017610566674899140846894350460209289607654910522i"
2,-1,0,0.4,"0.081661481034505124344043916596994637492801940352729613885219392325174 + 0.009411531801020861827361063320945730079176695138059370413640052207093i"
2,-1,0,0.45,"0.079422927271252802153529567162776722387687168022469801341377457618383 + 0.009935634755315675501728663107224243675972480009017489752730453287255i"
2,-1,0,0.5,"0.077194351138682051998352613375736025041920373622800338259873781149982 + 0.010536493429361625898432704230826045390934452787731060526913269368462i"
2,-1,0,0.55,"0.074917815469280930647968510659174162992442026298256782694417468901589 + 0.011209294203664000370999488844804917358580183897726545470194919264903i"
2,-1,0,0.6,"0.072520370639853473423324450908449116465606309187647849498527156714389 + 0.011943251635261641093138586082562539220869153424586880620460799560858i"
2,-1,0,0.65,"0.069907531722458506527443213041156595920823025447836718625904737691936 + 0.012717679804475685319287033565121671993820261663512982356704162646347i"
2,-1,0,0.7,"0.066953051276582486808628241683996709934983633914564333872888809618542 + 0.013495309257045155752926353785147579672353371476382619053899110232563i"
2,-1,0,0.75,"0.06348169107519553016371744655997742530590942963754293692873561512203 + 0.014210408837942609979236910276798101284959083432255620807991859754622i"
2,-1,0,0.8,"0.05923705930296618027945832454356905732946516969515275493141085279389 + 0.01474615670640752531750895801935910639268362754025375085839672440803i"
2,-1,0,0.85,"0.05381184385295410207855832479358787775224743696457801698367018624647 + 0.014886239487730419460798629957123240920188549509065639227030098058683i"
2,-1,0,0.9,"0.046458141532541275363988380850083740722881512521348524277933097438303 + 0.014187871678593689470723421017487001513463486361181741054759871834025i"
2,-1,0,0.91,"0.04463502673778074197227071568432019186264309504016397870262118679791 + 0.01387230614231251935034870164486252012312413307506797213676706162054i"
2,-1,0,0.92,"0.04264894090780771160584458657708254071351971586052815404861555101758 + 0.01346917581793557731433005856074554617521408800644940594090614219876i"
2,-1,0,0.93,"0.04046820743891251206692735071222504274135332362776312944588804006142 + 0.01295814947484414952781669787526022591158213753747259314112311125711i"
2,-1,0,0.94,"0.03804934356366762556533717759862494100920857674415350718353789968285 + 0.01231118423361559762876539115667033091416442714412952351562492252421i"
2,-1,0,0.95,"0.03532968088858893026921588603964799410526923717479397518547399394523 + 0.01148765732688889136957534735068677754841148937904444104853971103218i"
2,-1,0,0.96,"0.03221278105301246960736130737632309273612886560546897900720399533449 + 0.01042468448544245550914163872428491824498339830915314234136859504442i"
2,-1,0,0.97,"0.0285356274795645673019937660937269375611415014265257152675385376469 + 0.00901519275119650775217998804384508430368660322382533634232761466542i"
2,-1,0,0.98,"0.02397860741693843440732679493935521582049287803709285409860154631342 + 0.00704731750974435319603751817973370345986346688084625444564859683179i"
2,-1,0,0.99,"0.0177110667811552555929555239871204000448565528605295254691236126127 + 0.0039638940400646020623751514861309723359602065772841802803534733342i"
2,0,0,0.05,"0.10460827931982913980836069581788989532175369109663749631067630593615 + 0.007882193444328647214701013238507977990651222155784260053258782100978i"
2,0,0,0.1,"0.10500859683560284975007963555429234619927609600450779872219052514016 + 0.007980567429970036431109508206524004512743173338813592944492936447082i"
2,0,0,0.15,"0.105674340771193537107728466083288573373446629138838486622053459324841 + 0.008146929614664932424749419819312469652367952846157321147915962698215i"
2,0,0,0.2,"0.106602992971005818462208533844598479613712779964946924882782633729796 + 0.008384922076686498040813106596836346020014762236814860876118311711317i"
2,0,0,0.25,"0.107790296978695869817472570945783515779711235485407864739014042283105 + 0.00869970165023968677667916356981246605282769291808284980579275286586i"
2,0,0,0.3,"0.109229398811858820890020692809443532644854220118021811283096487123274 + 0.009097971329441577091183031502206413169183349854164318619158706145498i"
2,0,0,0.35,"0.110909529475405823815665405740276939974021444623796812201994555438592 + 0.009587970447630868679572284077191079054904184957952093724637922813596i"
2,0,0,0.4,"0.112814008234724494888287306321060813289643449707516421127937114559597 + 0.010179358699844360466182622244244191007846643640124854506853130496221i"
2,0,0,0.45,"0.114917205063033396265582788066500943193813893632527964299685652537176 + 0.010882869547878265787615471053465311294642722909554146681005568013509i"
2,0,0,0.5,"0.117179860731324980790122168037225265910600793814703367671317554158058 + 0.011709491565446461827570399470602278401330123391250235866067266998051i"
2,0,0,0.55,"0.119541737712478686707801876187062353413219718281332923533319288665935 + 0.012668699830302973818441766287215303650338608633214769972076245302347i"
2,0,0,0.6,"0.121909789724665321644598894002013615391683896276529096627988741834522 + 0.013764764369504779191381972148802997979596702956402555925927052907009i"
2,0,0,0.65,"0.124138516904978216995200847010142555203175390227058557773316044429635 + 0.014989079258774899746528036820045014875636524892184009846815711329109i"
2,0,0,0.7,"0.125996052298228038458976370740742009604430360983253007600497767835375 + 0.0163039507688679432159228770756537797383443967492074967230989547637i"
2,0,0,0.75,"0.127102622060973566527863680163118542190910334633432384451675329160736 + 0.017607069150009288803549212872689507764534051375801644245057987892031i"
2,0,0,0.8,"0.12681110460697482697496476451033110342962151381853646976653836082034 + 0.01864898454512279182282292326842220840028894852456464652201462472823i"
2,0,0,0.85,"0.12395110639792546250086209047021215258893019291572878099919295481078 + 0.01882354355904110680199022957136867769727743986068824098133930721423i"
2,0,0,0.9,"0.11618068570688226791047576668297855292949779118994109065282034951034 + 0.01655213019102310338489128468587628938181824682671875818893757610341i"
2,0,0,0.91,"0.1136501743162713624541902699673454399093147633818968930291022723298 + 0.01549541563347380847981529882406755436287875830877561892475164909842i"
2,0,0,0.92,"0.11065012898936760708248583663028564322809415323135216218700616194431 + 0.01411017589818059846805661825655466916283822006265618426921193437395i"
2,0,0,0.93,"0.10708232734473889931947732421229821796443503029652409911489998446041 + 0.01230398726507909575710304784971354536798383073283878690982951924301i"
2,0,0,0.94,"0.10281402194851913645335014265069090627116383239047791885262174511452 + 0.00994855359601298054894968352784882165346424972484668947147473484466i"
2,0,0,0.95,"0.09765707110429859302734309723287276961373427808291072411624803975323 + 0.00685823676940573185876086725546408657277848125694983588170657556923i"
2,0,0,0.96,"0.09132678418883891723867904705496076573328487909926859686545092703592 + 0.00274831771750798017574357936006107034086423043593240167712464951243i"
2,0,0,0.97,"0.0833493889626666940364349721887459255691493906056827150126899121658 - 0.0028573954666019890623784933824967690795232266642697593489118701652i"
2,0,0,0.98,"0.0728079233190190376583612335031077842320717568068761027679881044123 - 0.0108761844946064860843641439442048585505614436205606904958923648098i"
2,0,0,0.99,"0.057340290958575258748803852600902280024066254703829911018356843874 - 0.023634887661051793198463609174053252319203308083429794230004452452i"
2,1,0,0.05,"0.108377143030068781925310055815841454832201369998396526235809792885087 + 0.00793994857687708302637453689819634986891577009849951514919641371855i"
2,1,0,0.1,"0.112603398723013719520633615073336498973791553621513532472214514674336 + 0.00808252092862413809666975488712466387227332707097222829686160310398i"
2,1,0,0.15,"0.117182673539364046584172954208419782539987692988121833913590473294818 + 0.008273355618801399988987661200418148631485490882163777289925429496795i"
2,1,0,0.2,"0.122145914805787424256848471030812660332513239975195825574053186744739 + 0.008507672450710598530344692668229965653154148190397349746982266403582i"
2,1,0,0.25,"0.127525967604732879376713689587144913171641215682445162066624209766443 + 0.008779373918761306443198115509060024729975999022288147465627046650342i"
2,1,0,0.3,"0.133357488295081769090003749851663166626292490965312674753339393953602 + 0.009080202902741613721015989496790301626433084555904744583406267428491i"
2,1,0,0.35,"0.139676443508991843575428590725887084676798657447522213676125724248062 + 0.009398406875392523317683325340729235498484525651607846648193038866508i"
2,1,0,0.4,"0.146518872136660294074603590795282487538118169633636885034246444652235 + 0.009716570807657811311742655274387792829538547537015324060158709724681i"
2,1,0,0.45,"0.153918314240892675886721647734503198749648080267007140960470683726472 + 0.010008004622542716714171522557259483426926274857373459964238385975646i"
2,1,0,0.5,"0.161900784467774251536358000654595263480858852915768674309979830765204 + 0.010230527329937820692787785211580928144758952199767572815814107864561i"
2,1,0,0.55,"0.170475116222746371196885688584254081970625016371255328417167953568471 + 0.010315368343283531199438276301654283329612931372834582062419044751344i"
2,1,0,0.6,"0.17961431027632621815380757872976770475978768546789039634690057711987 + 0.01014646187236939860959442628540206092689262875458147094238802481413i"
2,1,0,0.65,"0.18921870816319406876924697872224670495246293399609783679199699707729 + 0.00951972256541898270039123044443198394662511132811232675964991777001i"
2,1,0,0.7,"0.19904057697717261144353349801043237259052708398137698024964150709708 + 0.00805756610585451630600183502559514949702730517720833069077553960581i"
2,1,0,0.75,"0.20852146845965129863824466821104478613408346918001799940728558052782 + 0.00501412782847706102859554332496138679726653915383066651167680076848i"
2,1,0,0.8,"0.21641625098522446477979815090386819856815832863166861715864083531674 - 0.00121892254488328433576203535608928465833618599505714633793410608811i"
2,1,0,0.85,"0.21984238233967526242452335994536484499925772454833119217834808123749 - 0.01456524147268198399024319507127638326082459013506099642383989797782i"
2,1,0,0.9,"0.21161672299980105040448897278739112280899775548166214763691775848941 - 0.04656923665363408269493849060687691577099505522841850049992368625572i"
